CustomerID,Age,Education,EmploymentType,EmploymentSector,EmploymentLengthYears,MonthlyIncome,MaritalStatus,Dependents,PropertyOwnership,CreditScore,ExistingLoans,MonthlyDebt,YearsWithBank,HasSavingsAccount,HasCheckingAccount,LoanPurpose,LoanAmount,LoanTermMonths,InterestRate,LoanDefault,LoanPurposeDescription
655,29,Bachelor,Full-Time,Healthcare,4,10463.906735741515,Married,1,Own with Mortgage,776,1,1336.3624834090167,11,1,1,Business,103521.38395894287,240,4.433129479,0,"Applying for business credit to the IRS is a non-starter, and the IRS is not required to provide credit for the IRS."
656,27,High School,Unemployed,Construction,0,118.53876822259191,Single,0,Rent,608,2,63.356062832092356,1,1,1,Car Loan,25661.082452096667,72,11.119570608985708,1,Applying for auto financing to purchase a new car.
657,47,Associate,Part-Time,Other,21,7069.973703872803,Married,2,Own Outright,817,2,1326.165479,21,0,1,Medical,6695.926477629298,24,5.2704302216132035,0,Need funds for the upcoming season.
658,60,Associate,Full-Time,Other,12,5404.753845511476,Single,0,Living with Parents,662,1,936.4399646377273,4,1,1,Business,125545.02710878983,180,7.624106582340171,1,Applying for business credit to pay for the loan.
659,57,Associate,Full-Time,Government,32,8785.284163223198,Married,4,Rent,663,2,3169.902038857646,5,1,1,Car Loan,18413.00139743141,72,9.253807581,0,"Looking to finance a car because itâ€™s a very good car,â€™s a very good car."
660,47,High School,Full-Time,Education,6,5628.584780687593,Married,1,Own Outright,792,1,1131.965966921297,21,1,1,Vacation,10719.954137290562,48,4.224378632,0,Applying for financing to cover the cost of the project.
661,37,Associate,Full-Time,Retail,18,12540.43161754921,Married,0,Own with Mortgage,739,1,2604.2394926522575,2,1,1,Personal,9413.200800137707,24,6.059314786432764,0,I need a personal loan for my child.
662,55,Associate,Full-Time,Healthcare,34,5379.727635346517,Married,2,Own with Mortgage,683,2,1974.5252179544225,26,1,1,Vacation,22873.101005056193,24,9.150363610358795,0,I need a personal loan for my children.
663,33,High School,Contract,Retail,6,7897.806918592312,Single,0,Rent,649,2,2774.604077578123,10,1,1,Debt Consolidation,41435.34161,60,13.063137170862898,1,Need to refinance existing loans because the new loans are not available to borrowers.
664,50,Associate,Full-Time,Government,12,7326.024846,Married,1,Own with Mortgage,676,0,1637.2733312866908,7,1,0,Business,66489.82399053453,180,10.806330062598834,0,Applying for business credit to a company or business is an option that will be accepted by the consumer.
665,51,High School,Unemployed,Healthcare,0,3729.7730895199975,Married,3,Own with Mortgage,590,2,1485.1813951300724,28,0,1,Personal,14016.741607732567,24,18.045776596579607,1,Need funds for the new project.
666,24,Associate,Full-Time,Technology,4,2339.5409116038363,Single,1,Rent,621,2,1235.4466767755266,5,1,0,Debt Consolidation,48292.63245236082,12,11.811299221137308,1,Need to refinance existing loans because it's not a good idea.
667,44,Below High School,Full-Time,Construction,3,8959.252285019247,Married,0,Rent,729,2,3375.8458613244015,23,1,1,Home Improvement,28574.595420401063,24,6.631940984218971,0,
668,24,Associate,Part-Time,Technology,1,1655.562580626106,Single,2,Living with Parents,525,4,1131.3798072661118,1,0,1,Personal,23863.42289756151,60,17.145549795320083,1,Applying for financing to cover the costs of the project.
669,22,High School,Unemployed,Construction,0,2813.557716711014,Married,2,Rent,457,2,1496.0512453418685,2,1,1,Car Loan,49762.91235481922,60,15.09714858909651,1,Applying for auto financing to purchase a home in a single location.
670,21,Below High School,Contract,Construction,2,2625.546419255359,Married,0,Rent,566,4,1185.7123288924224,2,1,0,Medical,20885.69802,48,18.776740666565267,1,I need a personal loan for my family.
671,32,Bachelor,Part-Time,Manufacturing,3,5145.746184985398,Married,0,Rent,563,2,2378.7035408149864,1,0,1,Medical,23350.106363592105,60,15.083703855424126,1,Need funds for the project.
672,64,Bachelor,Full-Time,Finance,8,6564.075209972483,Single,0,Own with Mortgage,807,2,626.4485002,3,1,1,Vacation,25926.02813,60,5.107204775146769,0,I need a personal loan for my daughter.
673,34,Bachelor,Self-Employed,Education,8,13516.938484278338,Married,1,Own Outright,747,1,3721.4687856599894,8,1,0,Home Purchase,167585.05343804375,120,7.153479885749116,0,I am applying for a home loan to purchase a home in the UK.
674,36,High School,Self-Employed,Technology,4,7106.196903869883,Single,0,Own with Mortgage,684,1,1430.6881785388289,10,1,1,Home Purchase,237150.0274602813,120,9.181288373650265,1,Looking to buy a house for my family because I was scared.
675,27,Associate,Self-Employed,Construction,0,4863.068428548337,Single,2,Own with Mortgage,663,0,1740.6101730864107,4,1,0,Medical,11826.77024932031,36,8.545539507560706,0,Need funds for the new project.
676,52,Associate,Self-Employed,Other,28,8555.236328661109,Married,4,Own with Mortgage,793,2,1594.035021014655,25,1,0,Car Loan,26921.85993,48,4.7400936357335155,0,Applying for auto financing to purchase a home.
677,56,High School,Full-Time,Retail,16,5033.680600116991,Divorced,0,Rent,615,0,2283.025788301641,18,1,1,Personal,12938.74250643971,24,13.788645851600991,0,"Applying for financing to cover the costs of the program, which is funded by the State of New York."
678,63,Bachelor,Full-Time,Services,27,9869.041837756433,Single,0,Own Outright,754,2,2421.9253904153525,6,1,1,Vacation,18619.30567456972,12,5.734088133365335,0,I need a personal loan for my family.
679,47,Associate,Full-Time,Construction,27,9082.018667441635,Divorced,0,Own Outright,695,1,3433.120845889532,6,1,1,Business,182563.24278924306,180,10.561545767874335,1,I need a business loan to expand my business.
680,24,Associate,Full-Time,Manufacturing,2,1913.8829494367346,Married,1,Living with Parents,639,3,699.7556745165984,6,0,1,Vacation,13939.988142161497,48,13.217173855108456,1,"I need a personal loan for my daughter and I want to start a business, but I can't afford it."
681,20,High School,Part-Time,Education,0,1734.0062154253162,Single,0,Rent,536,1,699.6907484149082,0,1,0,Car Loan,44567.66261013466,48,19.525975008495465,1,Applying for auto financing to purchase a home.
682,64,High School,Self-Employed,Finance,33,5142.340642318493,Married,0,Own with Mortgage,662,3,943.3175065,14,0,1,Debt Consolidation,14361.650074911277,48,10.551216031850828,1,Applying for debt consolidation to reduce the deficit.
683,69,Bachelor,Full-Time,Retail,0,7539.449300289917,Single,0,Own Outright,785,2,911.9677004634196,9,0,0,Medical,14999.575457339213,48,4.958268120460511,1,I need a personal loan for the next two months.
684,46,Associate,Part-Time,Healthcare,12,5596.806791656249,Divorced,1,Own Outright,639,2,2912.6618090649795,0,1,0,Personal,8845.175616040195,36,13.819387972153873,0,"Need funds for a new, new version of the game."
685,24,Bachelor,Full-Time,Technology,2,4520.8471002881915,Single,0,Rent,625,1,1441.920377530354,3,1,1,Medical,16967.16993701478,48,13.492637436757619,1,Need funds for the project.
686,25,Bachelor,Full-Time,Finance,6,12509.39604675735,Single,0,Rent,632,2,4883.927364683703,1,0,1,Wedding,16657.48532349547,48,10.617968816019703,0,
687,38,Bachelor,Full-Time,Construction,13,13914.425717256689,Married,0,Own with Mortgage,769,1,1596.069264223392,14,1,1,Business,141384.79807616043,240,4.356827313569768,0,I need a business loan to expand my business.
688,29,Bachelor,Part-Time,Retail,6,5573.076706762571,Single,0,Living with Parents,668,1,979.6408138445793,5,0,1,Wedding,27563.822666989166,24,10.392601131377095,0,Applying for financing to cover the costs of the project.
689,21,High School,Part-Time,Government,1,904.5837620854829,Single,0,Own with Mortgage,587,3,475.6968849247835,2,1,1,Medical,17191.720730776993,12,14.604680138683575,1,Applying for financing to cover the costs of the new construction.
690,26,Bachelor,Part-Time,Education,6,4432.743524239573,Divorced,1,Own with Mortgage,605,4,2090.389810926663,7,1,1,Wedding,12890.68359408375,24,11.580523630446013,0,I need a personal loan for me.
691,27,Associate,Full-Time,Finance,6,8998.905477120108,Single,0,Rent,675,1,3134.785051801371,5,1,1,Car Loan,21482.995629159337,60,8.985845988187267,0,Looking to finance a car because itâ€™s the best car for your family.
692,18,Bachelor,Full-Time,Services,0,4843.198758567567,Single,0,Rent,542,0,1793.5923700680592,0,1,0,Education,20036.099108914874,120,14.87314874,1,Applying for student financing for a new school is a big deal.
693,24,Bachelor,Part-Time,Services,1,2285.9610031913016,Single,0,Living with Parents,531,2,1531.574903603209,5,1,1,Debt Consolidation,6321.483476062146,48,15.73361382390786,1,Applying for debt consolidation to reduce the deficit.
694,23,High School,Unemployed,Technology,0,3148.8896149807656,Married,0,Rent,458,2,2124.5977006831026,1,1,0,Personal,29872.69556616088,36,15.77369413231861,1,
695,68,Associate,Full-Time,Services,28,8355.118506030369,Married,1,Own Outright,743,2,2835.4814232613235,5,1,1,Education,47728.00065,84,6.911624458137926,1,Need funding for my education in the United States.
696,66,Bachelor,Full-Time,Retail,30,7677.177003036711,Divorced,0,Own with Mortgage,752,1,455.7969290911344,17,1,1,Wedding,11904.238945522487,24,3.656724054054665,0,I need a personal loan for my children.
697,46,High School,Self-Employed,Healthcare,12,12854.494298476924,Married,3,Rent,742,2,4998.260214972034,27,1,1,Business,162708.09259467665,180,7.564404118259627,0,Seeking financing to start my own brand of food.
698,23,High School,Full-Time,Education,0,1533.7915775698673,Single,0,Rent,496,2,1066.4675236160422,5,1,1,Business,28775.410871105432,120,17.25959613688684,1,"I need a business loan to expand my business,â€ he said."
699,63,Associate,Full-Time,Manufacturing,39,6326.956539501587,Married,1,Own with Mortgage,765,3,1457.444844,11,0,1,Vacation,10086.818562439896,36,5.693376132832096,0,"I need a personal loan for a month, I would like to have a loan in my life, but I have to pay for it."
700,39,High School,Full-Time,Government,14,4691.472546975325,Single,2,Own with Mortgage,749,1,1451.9647690184167,1,1,0,Vacation,11422.096191142871,48,5.675363842325662,0,Applying for financing to cover the cost of the new $25 million bond.
701,51,Bachelor,Full-Time,Finance,22,5933.059130758778,Married,1,Own Outright,735,1,1376.6961646247685,25,1,1,Car Loan,20426.456585471045,48,8.016800506,0,Applying for auto financing to purchase a vehicle.
702,37,Bachelor,Full-Time,Manufacturing,3,14375.17793166124,Married,3,Own with Mortgage,679,2,3582.984932051026,3,1,1,Vacation,8907.924267721522,60,8.761660767995439,0,Applying for financing to cover the costs of the cost of the project.
703,44,High School,Full-Time,Technology,4,10220.562039967619,Married,0,Rent,678,0,1749.8565860293274,19,1,0,Debt Consolidation,49398.78103255289,24,8.797247514734119,0,Applying for debt consolidation to reduce the debt load.
704,26,Bachelor,Full-Time,Finance,1,8825.688724615371,Single,0,Own with Mortgage,760,1,1994.2913053573673,0,0,1,Home Purchase,333902.21939099254,360,3.782358021027934,0,I am applying for a home loan to purchase a house.
705,63,Below High School,Contract,Retail,5,4589.056357738186,Single,0,Own Outright,721,2,1531.327884990041,21,0,1,Debt Consolidation,44554.376510439775,24,7.653962683663356,1,Need to refinance existing loans because they are not available to borrowers.
706,45,High School,Full-Time,Education,4,6259.5701802693875,Divorced,0,Own with Mortgage,682,2,1352.073966157327,27,1,0,Business,97667.17015845708,120,10.385144121577442,0,I need a business loan to expand my business.
707,31,Associate,Full-Time,Technology,3,7315.863583756709,Single,0,Rent,672,3,2567.7922296272254,6,1,1,Debt Consolidation,29862.543533355012,48,8.000065865,0,"I want to consolidate my debts to pay for the debt, but I want to make sure that the debt is repaid."
708,29,Master,Self-Employed,Healthcare,5,11469.012431092235,Married,2,Own with Mortgage,661,0,3171.480006391413,5,0,0,Home Improvement,28300.358556423354,24,9.578590841452646,0,I need a personal loan for my car and I can't afford it.
709,34,Master,Part-Time,Education,0,7380.892402018307,Married,2,Rent,710,2,1550.6929968855038,14,0,1,Debt Consolidation,19035.45860019262,12,5.5923701489813435,0,
710,28,Bachelor,Contract,Healthcare,7,7792.475626577234,Married,2,Rent,632,2,3364.6974068930244,8,1,1,Car Loan,47420.53074796722,60,13.659838702175122,0,Looking to finance a car because it's a luxury car.
711,22,Associate,Part-Time,Finance,2,902.3476577872093,Single,0,Rent,556,2,419.83677226028595,1,1,0,Car Loan,44035.56449028376,60,19.101184091017615,0,Applying for auto financing to purchase the car.
712,66,Bachelor,Full-Time,Other,4,10481.540989933073,Single,0,Own with Mortgage,795,2,1288.3778708516604,3,1,1,Wedding,10447.313856374753,24,4.635004052990287,0,Need funds for a new game.
713,36,High School,Full-Time,Construction,15,8493.507828,Married,2,Own with Mortgage,746,1,1468.7486473416272,15,1,1,Home Purchase,360854.3240653917,120,6.138183685072687,0,Need mortgage financing for a mortgage.
714,61,High School,Part-Time,Healthcare,3,4178.165141653561,Divorced,0,Own Outright,635,2,1109.3217151675908,19,1,0,Wedding,18283.86579,12,12.549719605992827,0,Applying for financing to cover the cost of the loan.
715,31,High School,Contract,Education,5,7632.8660263549045,Married,2,Own with Mortgage,717,2,1321.8498363466435,2,1,0,Home Purchase,336278.00619966787,240,5.804139527409591,1,Need mortgage financing for the future of the country.
716,63,High School,Part-Time,Construction,5,4320.585547830332,Married,0,Own Outright,685,0,865.2676297,12,1,1,Business,114985.18200163436,240,9.027468595553575,0,I need a business loan to expand my business.
717,19,Bachelor,Unemployed,Finance,0,1731.6088429450176,Single,0,Rent,484,1,1106.2385480722733,1,1,1,Wedding,11992.588461786981,60,19.113356632066935,1,I need a personal loan for me.
718,22,Associate,Contract,Construction,1,3645.826079452312,Single,0,Rent,668,3,1131.1960208214225,0,1,1,Vacation,12791.322916366222,48,7.731193577,1,Applying for financing to cover the cost of the loan.
719,30,High School,Full-Time,Finance,2,8090.161419863855,Single,0,Own with Mortgage,738,1,2867.626918865517,0,1,0,Car Loan,19207.316937971296,36,5.517275981494365,0,I need a car loan to buy a vehicle for the next four years.
720,38,Bachelor,Full-Time,Services,7,16105.477902399947,Single,0,Own with Mortgage,780,1,3059.0419688954494,7,0,1,Car Loan,29379.998214417377,72,5.856647942416576,0,Applying for auto financing to purchase a car.
721,19,Bachelor,Full-Time,Other,0,3463.525397536143,Single,0,Living with Parents,630,2,1335.7618464320392,1,0,1,Education,30214.434064598376,84,10.563428081519199,0,"Need funding for my education in the UK has been limited to Â£1,000."
722,30,Master,Full-Time,Finance,1,9549.026295376743,Married,3,Rent,744,1,3101.6257607340585,1,1,1,Debt Consolidation,33742.55339676527,12,7.805231629342103,1,Applying for debt consolidation to reduce the deficit.
